instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
1326,2014-05-07,2,4,5,0,2,1,3,0.553191,0.515152,0.62,0.119403,929,7633,8562
1327,2014-05-08,2,4,5,0,3,1,1,0.829787,0.712121,0.62,0.089552,1559,8844,10403
1328,2014-05-09,2,4,5,0,4,1,2,0.680851,0.606061,0.77,0.149254,1,2007,2008
1329,2014-05-10,2,4,5,0,5,0,3,0.723404,0.636364,0.73,0.19403,8402,2588,10990
1330,2014-05-11,2,4,5,0,6,0,1,0.744681,0.651515,0.6,0.134328,5643,4122,9765
1331,2014-05-12,2,4,5,0,0,1,3,0.808511,0.69697,0.66,0.179104,6847,1736,8583
1332,2014-05-13,2,4,5,0,1,1,1,0.87234,0.742424,0.69,0.149254,7698,1659,9357
1333,2014-05-14,2,4,5,0,2,1,2,0.574468,0.530303,0.86,0.164179,8271,1533,9804
1334,2014-05-15,2,4,5,0,3,1,3,0.744681,0.651515,0.78,0.253731,8188,1517,9705
1335,2014-05-16,2,4,5,0,4,1,3,0.638298,0.575758,0.7,0.298507,7883,1548,9431
1336,2014-05-17,2,4,5,0,5,0,1,0.617021,0.560606,0.51,0.179104,6485,4251,10736
1337,2014-05-18,2,4,5,0,6,0,1,0.617021,0.560606,0.46,0.223881,6952,3609,10561
1338,2014-05-19,2,4,5,0,0,1,1,0.659574,0.590909,0.48,0.119403,6598,2139,8737
1339,2014-05-20,2,4,5,0,1,1,1,0.702128,0.621212,0.47,0.104478,8294,2067,10361
1340,2014-05-21,2,4,5,0,2,1,3,0.744681,0.651515,0.71,0.089552,8780,1301,10081
1341,2014-05-22,2,4,5,0,3,1,1,0.851064,0.727273,0.64,0.089552,7202,1845,9047
1342,2014-05-23,2,4,5,0,4,1,1,0.744681,0.651515,0.45,0.343284,8481,2177,10658
1343,2014-05-24,2,4,5,0,5,0,1,0.723404,0.636364,0.5,0.19403,8222,5142,13364
1344,2014-05-25,2,4,5,0,6,0,1,0.787234,0.681818,0.51,0.119403,5383,6742,12125
1345,2014-05-26,2,4,5,0,0,1,1,0.829787,0.712121,0.55,0.149254,5343,5030,10373
1346,2014-05-27,2,4,5,0,1,1,3,0.87234,0.742424,0.64,0.179104,5659,1632,7291
1347,2014-05-28,2,4,5,1,2,1,3,0.829787,0.712121,0.68,0.19403,6589,1497,8086
1348,2014-05-29,2,4,5,0,3,1,3,0.531915,0.5,0.83,0.164179,8425,548,8973
1349,2014-05-30,2,4,5,0,4,1,1,0.680851,0.606061,0.67,0.149254,4759,2014,6773
1350,2014-05-31,2,4,5,0,5,0,1,0.744681,0.651515,0.5,0.223881,8791,4526,13317
1351,2014-06-01,2,4,6,0,6,0,1,0.702128,0.621212,0.6,0.149254,7548,3785,11333
1352,2014-06-02,2,4,6,0,0,1,1,0.765957,0.666667,0.56,0.238806,7147,1863,9010
1353,2014-06-03,2,4,6,0,1,1,3,0.808511,0.69697,0.64,0.179104,8492,1617,10109
1354,2014-06-04,2,4,6,0,2,1,3,0.851064,0.727273,0.6,0.119403,8750,1509,10259
1355,2014-06-05,2,4,6,0,3,1,3,0.765957,0.666667,0.6,0.268657,8657,1518,10175
1356,2014-06-06,2,4,6,0,4,1,1,0.744681,0.651515,0.51,0.164179,9219,2183,11402
1357,2014-06-07,2,4,6,0,5,0,1,0.808511,0.69697,0.54,0.074627,9626,4275,13901
1358,2014-06-08,2,4,6,0,6,0,3,0.787234,0.681818,0.62,0.19403,7565,3843,11408
1359,2014-06-09,2,4,6,0,0,1,3,0.787234,0.681818,0.71,0.179104,6745,2004,8749
1360,2014-06-10,2,4,6,0,1,1,3,0.829787,0.712121,0.69,0.119403,8492,1470,9962
1361,2014-06-11,2,4,6,0,2,1,3,0.829787,0.712121,0.71,0.19403,8078,1213,9291
1362,2014-06-12,2,4,6,0,3,1,3,0.744681,0.651515,0.82,0.19403,7399,1167,8566
1363,2014-06-13,2,4,6,0,4,1,3,0.765957,0.666667,0.75,0.179104,8043,1522,9565
1364,2014-06-14,2,4,6,0,5,0,1,0.723404,0.636364,0.55,0.313433,7935,4318,12253
1365,2014-06-15,2,4,6,0,6,0,1,0.787234,0.681818,0.55,0.119403,7576,3981,11557
1366,2014-06-16,2,4,6,0,0,1,1,0.851064,0.727273,0.62,0.089552,7055,1923,8978
1367,2014-06-17,2,4,6,0,1,1,1,0.93617,0.787879,0.62,0.164179,8509,1723,10232
1368,2014-06-18,2,4,6,0,2,1,1,0.914894,0.772727,0.59,0.19403,8783,1536,10319
1369,2014-06-19,2,4,6,0,3,1,1,0.829787,0.712121,0.67,0.19403,8455,1717,10172
1370,2014-06-20,2,4,6,0,4,1,1,0.829787,0.712121,0.56,0.149254,8707,2443,11150
1371,2014-06-21,3,4,6,0,5,0,1,0.680851,0.606061,0.63,0.164179,9191,3639,12830
1372,2014-06-22,3,4,6,0,6,0,3,0.765957,0.666667,0.64,0.149254,6167,3812,9979
1373,2014-06-23,3,4,6,0,0,1,1,0.787234,0.681818,0.59,0.208955,7016,2214,9230
1374,2014-06-24,3,4,6,0,1,1,1,0.829787,0.712121,0.63,0.238806,8624,1958,10582
1375,2014-06-25,3,4,6,0,2,1,3,0.851064,0.727273,0.69,0.208955,9211,1705,10916
1376,2014-06-26,3,4,6,0,3,1,1,0.851064,0.727273,0.61,0.208955,8490,1,8491
1377,2014-06-27,3,4,6,0,4,1,1,0.829787,0.712121,0.62,0.19403,1737,9228,10965
1378,2014-06-28,3,4,6,0,5,0,1,0.829787,0.712121,0.55,0.164179,2274,8365,10639
1379,2014-06-29,3,4,6,0,6,0,1,0.829787,0.712121,0.5,0.179104,3934,6916,10850
1380,2014-06-30,3,4,6,0,0,1,1,0.851064,0.727273,0.61,0.223881,4119,6659,10778
1381,2014-07-01,3,4,7,0,1,1,1,0.893617,0.757576,0.62,0.268657,1898,8604,10502
1382,2014-07-02,3,4,7,0,2,1,3,0.957447,0.80303,0.56,0.223881,1691,7874,9565
1383,2014-07-03,3,4,7,0,3,1,3,0.87234,0.742424,0.73,0.164179,1925,6673,8598
1384,2014-07-04,3,4,7,1,4,1,3,0.765957,0.666667,0.59,0.358209,5997,5900,11897
1385,2014-07-05,3,4,7,0,5,0,1,0.808511,0.69697,0.42,0.179104,7096,5730,12826
1386,2014-07-06,3,4,7,0,6,0,1,0.851064,0.727273,0.54,0.208955,4972,5954,10926
1387,2014-07-07,3,4,7,0,0,1,1,0.893617,0.757576,0.5,0.283582,2111,7942,10053
1388,2014-07-08,3,4,7,0,1,1,3,0.93617,0.787879,0.59,0.283582,1383,7160,8543
1389,2014-07-09,3,4,7,0,2,1,3,0.851064,0.727273,0.69,0.164179,1516,7283,8799
1390,2014-07-10,3,4,7,0,3,1,3,0.829787,0.712121,0.7,0.119403,1543,7146,8689
1391,2014-07-11,3,4,7,0,4,1,1,0.851064,0.727273,0.64,0.104478,2546,8683,11229
1392,2014-07-12,3,4,7,0,5,0,1,0.851064,0.727273,0.66,0.238806,4894,6618,11512
1393,2014-07-13,3,4,7,0,6,0,3,0.893617,0.757576,0.63,0.283582,3471,5870,9341
1394,2014-07-14,3,4,7,0,0,1,3,0.893617,0.757576,0.69,0.164179,1885,6654,8539
1395,2014-07-15,3,4,7,0,1,1,3,0.851064,0.727273,0.72,0.134328,1374,6478,7852
1396,2014-07-16,3,4,7,0,2,1,1,0.765957,0.666667,0.59,0.19403,2282,9026,11308
1397,2014-07-17,3,4,7,0,3,1,1,0.765957,0.666667,0.5,0.149254,2589,9021,11610
1398,2014-07-18,3,4,7,0,4,1,1,0.808511,0.69697,0.49,0.104478,3126,8531,11657
1399,2014-07-19,3,4,7,0,5,0,1,0.787234,0.681818,0.49,0.119403,5247,6517,11764
1400,2014-07-20,3,4,7,0,6,0,1,0.787234,0.681818,0.59,0.104478,4664,6141,10805
1401,2014-07-21,3,4,7,0,0,1,1,0.808511,0.69697,0.65,0.134328,2852,8177,11029
1402,2014-07-22,3,4,7,0,1,1,1,0.829787,0.712121,0.67,0.19403,2612,8580,11192
1403,2014-07-23,3,4,7,0,2,1,1,0.893617,0.757576,0.63,0.19403,2191,8030,10221
1404,2014-07-24,3,4,7,0,3,1,3,0.765957,0.666667,0.6,0.208955,2398,8292,10690
1405,2014-07-25,3,4,7,0,4,1,1,0.787234,0.681818,0.51,0.179104,3619,8692,12311
1406,2014-07-26,3,4,7,0,5,0,1,0.829787,0.712121,0.61,0.179104,5559,6424,11983
1407,2014-07-27,3,4,7,0,6,0,3,0.829787,0.712121,0.68,0.223881,4158,5847,10005
1408,2014-07-28,3,4,7,0,0,1,1,0.808511,0.69697,0.6,0.328358,2621,8067,10688
1409,2014-07-29,3,4,7,0,1,1,1,0.723404,0.636364,0.49,0.253731,2570,8788,11358
1410,2014-07-30,3,4,7,0,2,1,1,0.744681,0.651515,0.55,0.164179,2477,8882,11359
1411,2014-07-31,3,4,7,0,3,1,1,0.851064,0.727273,0.59,0.164179,2496,8486,10982
1412,2014-08-01,3,4,8,0,4,1,3,0.744681,0.651515,0.67,0.164179,2210,7641,9851
1413,2014-08-02,3,4,8,0,5,0,3,0.787234,0.681818,0.67,0.149254,5216,5621,10837
1414,2014-08-03,3,4,8,0,6,0,3,0.787234,0.681818,0.7,0.119403,3925,5899,9824
1415,2014-08-04,3,4,8,0,0,1,1,0.851064,0.727273,0.62,0.089552,2939,7948,10887
1416,2014-08-05,3,4,8,0,1,1,3,0.87234,0.742424,0.54,0.104478,2546,8170,10716
1417,2014-08-06,3,4,8,0,2,1,1,0.787234,0.681818,0.64,0.149254,2603,8348,10951
1418,2014-08-07,3,4,8,0,3,1,1,0.829787,0.712121,0.55,0.164179,2579,8484,11063
1419,2014-08-08,3,4,8,0,4,1,1,0.787234,0.681818,0.54,0.134328,3326,7948,11274
1420,2014-08-09,3,4,8,0,5,0,1,0.829787,0.712121,0.61,0.104478,4724,5632,10356
1421,2014-08-10,3,4,8,0,6,0,1,0.829787,0.712121,0.6,0.119403,4958,5721,10679
1422,2014-08-11,3,4,8,0,0,1,3,0.787234,0.681818,0.62,0.164179,2776,6836,9612
1423,2014-08-12,3,4,8,0,1,1,3,0.723404,0.636364,0.78,0.134328,880,5090,5970
1424,2014-08-13,3,4,8,0,2,1,1,0.808511,0.69697,0.64,0.253731,1,2532,2533
1425,2014-08-14,3,4,8,0,3,1,1,0.787234,0.681818,0.51,0.164179,8350,2660,11010
1426,2014-08-15,3,4,8,0,4,1,1,0.765957,0.666667,0.46,0.179104,8346,3481,11827
1427,2014-08-16,3,4,8,0,5,0,1,0.787234,0.681818,0.48,0.119403,8461,5827,14288
1428,2014-08-17,3,4,8,0,6,0,3,0.829787,0.712121,0.61,0.179104,6424,4385,10809
1429,2014-08-18,3,4,8,0,0,1,1,0.787234,0.681818,0.6,0.119403,6203,2514,8717
1430,2014-08-19,3,4,8,0,1,1,1,0.808511,0.69697,0.65,0.164179,8200,1865,10065
1431,2014-08-20,3,4,8,0,2,1,3,0.851064,0.727273,0.59,0.134328,8665,1928,10593
1432,2014-08-21,3,4,8,0,3,1,3,0.851064,0.727273,0.69,0.074627,7222,2019,9241
1433,2014-08-22,3,4,8,0,4,1,2,0.787234,0.681818,0.74,0.134328,7716,2205,9921
1434,2014-08-23,3,4,8,0,5,0,3,0.680851,0.606061,0.77,0.164179,8039,2045,10084
1435,2014-08-24,3,4,8,0,6,0,1,0.765957,0.666667,0.61,0.164179,4386,3841,8227
1436,2014-08-25,3,4,8,0,0,1,1,0.787234,0.681818,0.62,0.134328,6951,2145,9096
1437,2014-08-26,3,4,8,0,1,1,1,0.851064,0.727273,0.57,0.104478,8599,1921,10520
1438,2014-08-27,3,4,8,0,2,1,1,0.851064,0.727273,0.64,0.119403,8953,2078,11031
1439,2014-08-28,3,4,8,0,3,1,1,0.808511,0.69697,0.57,0.253731,9060,2016,11076
1440,2014-08-29,3,4,8,0,4,1,1,0.787234,0.681818,0.5,0.134328,9045,2847,11892
1441,2014-08-30,3,4,8,0,5,0,1,0.808511,0.69697,0.69,0.164179,8765,4945,13710
1442,2014-08-31,3,4,8,0,6,0,3,0.93617,0.787879,0.61,0.238806,5269,4547,9816
1443,2014-09-01,3,4,9,0,0,1,3,0.914894,0.772727,0.71,0.119403,4393,3306,7699
1444,2014-09-02,3,4,9,0,1,1,3,0.914894,0.772727,0.61,0.164179,4997,1403,6400
1445,2014-09-03,3,4,9,1,2,1,1,0.851064,0.727273,0.64,0.089552,7220,1417,8637
1446,2014-09-04,3,4,9,0,3,1,1,0.87234,0.742424,0.63,0.134328,8995,1561,10556
1447,2014-09-05,3,4,9,0,4,1,2,0.893617,0.757576,0.7,0.179104,9269,1859,11128
1448,2014-09-06,3,4,9,0,5,0,3,0.914894,0.772727,0.63,0.223881,9147,2781,11928
1449,2014-09-07,3,4,9,0,6,0,1,0.787234,0.681818,0.57,0.238806,6534,3622,10156
1450,2014-09-08,3,4,9,0,0,1,1,0.702128,0.621212,0.59,0.253731,7607,1728,9335
1451,2014-09-09,3,4,9,0,1,1,2,0.723404,0.636364,0.7,0.253731,8649,1471,10120
1452,2014-09-10,3,4,9,0,2,1,1,0.765957,0.666667,0.64,0.19403,9507,1403,10910
1453,2014-09-11,3,4,9,0,3,1,1,0.87234,0.742424,0.66,0.253731,9830,1325,11155
1454,2014-09-12,3,4,9,0,4,1,1,0.744681,0.651515,0.55,0.238806,9672,2193,11865
1455,2014-09-13,3,4,9,0,5,0,3,0.659574,0.590909,0.69,0.179104,9986,2147,12133
1456,2014-09-14,3,4,9,0,6,0,1,0.659574,0.590909,0.58,0.149254,6060,4086,10146
1457,2014-09-15,3,4,9,0,0,1,1,0.702128,0.621212,0.6,0.134328,7825,1861,9686
1458,2014-09-16,3,4,9,0,1,1,1,0.744681,0.651515,0.58,0.223881,9487,1905,11392
1459,2014-09-17,3,4,9,0,2,1,1,0.723404,0.636364,0.54,0.104478,10229,1693,11922
1460,2014-09-18,3,4,9,0,3,1,1,0.744681,0.651515,0.6,0.104478,9940,1447,11387
1461,2014-09-19,3,4,9,0,4,1,1,0.723404,0.636364,0.62,0.179104,10060,2019,12079
1462,2014-09-20,3,4,9,0,5,0,1,0.787234,0.681818,0.64,0.119403,9836,4472,14308
1463,2014-09-21,3,4,9,0,6,0,1,0.808511,0.69697,0.65,0.149254,8205,3421,11626
1464,2014-09-22,4,4,9,0,0,1,1,0.680851,0.606061,0.43,0.328358,7316,1563,8879
1465,2014-09-23,4,4,9,0,1,1,1,0.680851,0.606061,0.48,0.134328,9439,1367,10806
1466,2014-09-24,4,4,9,0,2,1,3,0.659574,0.590909,0.63,0.283582,10225,1112,11337
1467,2014-09-25,4,4,9,0,3,1,3,0.617021,0.560606,0.82,0.328358,8197,518,8715
1468,2014-09-26,4,4,9,0,4,1,1,0.723404,0.636364,0.63,0.149254,6127,2251,8378
1469,2014-09-27,4,4,9,0,5,0,1,0.787234,0.681818,0.55,0.074627,9880,4422,14302
1470,2014-09-28,4,4,9,0,6,0,1,0.765957,0.666667,0.65,0.074627,8204,3605,11809
1471,2014-09-29,4,4,9,0,0,1,2,0.659574,0.590909,0.78,0.119403,7299,1587,8886
1472,2014-09-30,4,4,9,0,1,1,2,0.723404,0.636364,0.71,0.119403,9040,1,9041
1473,2014-10-01,4,4,10,0,2,1,3,0.361702,0.378788,0.59,0.119403,1229,9321,10550
1474,2014-10-02,4,4,10,0,3,1,1,0.255319,0.30303,0.8,0.164179,1504,10192,11696
1475,2014-10-03,4,4,10,0,4,1,3,0.191489,0.257576,0.63,0.402985,1,1688,1689
1476,2014-10-04,4,4,10,0,5,0,3,0.191489,0.257576,0.53,0.164179,9215,3370,12585
1477,2014-10-05,4,4,10,0,6,0,1,0.297872,0.333333,0.74,0.104478,7272,2809,10081
1478,2014-10-06,4,4,10,0,0,1,1,0.361702,0.378788,0.65,0.343284,6838,1655,8493
1479,2014-10-07,4,4,10,0,1,1,3,0.042553,0.151515,0.37,0.268657,9000,1122,10122
1480,2014-10-08,4,4,10,1,2,1,1,0.148936,0.227273,0.43,0.119403,8342,1435,9777
1481,2014-10-09,4,4,10,0,3,1,1,0.276596,0.318182,0.55,0.104478,9826,1614,11440
1482,2014-10-10,4,4,10,0,4,1,3,0.255319,0.30303,0.77,0.074627,9616,1304,10920
1483,2014-10-11,4,4,10,0,5,0,3,0.468085,0.454545,0.88,0.149254,6840,1572,8412
1484,2014-10-12,4,4,10,0,6,0,1,0.255319,0.30303,0.77,0.074627,4125,3492,7617
1485,2014-10-13,4,4,10,0,0,1,3,0.510638,0.484848,0.66,0.164179,5927,1080,7007
1486,2014-10-14,4,4,10,0,1,1,2,0.425532,0.424242,0.71,0.179104,5531,1560,7091
1487,2014-10-15,4,4,10,0,2,1,3,0.382979,0.393939,0.73,0.19403,9340,444,9784
1488,2014-10-16,4,4,10,0,3,1,3,0.297872,0.333333,0.58,0.19403,5656,1180,6836
1489,2014-10-17,4,4,10,0,4,1,1,0.361702,0.378788,0.59,0.149254,8896,2659,11555
1490,2014-10-18,4,4,10,0,5,0,1,0.255319,0.30303,0.52,0.313433,9281,3938,13219
1491,2014-10-19,4,4,10,0,6,0,1,0.404255,0.409091,0.48,0.223881,6910,2273,9183
1492,2014-10-20,4,4,10,0,0,1,3,0.489362,0.469697,0.45,0.208955,5848,1202,7050
1493,2014-10-21,4,4,10,0,1,1,3,0.276596,0.318182,0.68,0.358209,8224,745,8969
1494,2014-10-22,4,4,10,0,2,1,3,0.021277,0.136364,0.45,0.373134,6722,240,6962
1495,2014-10-23,4,4,10,0,3,1,1,0.12766,0.212121,0.48,0.208955,4146,1055,5201
1496,2014-10-24,4,4,10,0,4,1,1,0.085106,0.181818,0.41,0.268657,8699,1716,10415
1497,2014-10-25,4,4,10,0,5,0,1,0.212766,0.272727,0.5,0.402985,8737,3828,12565
1498,2014-10-26,4,4,10,0,6,0,1,0.212766,0.272727,0.48,0.134328,7354,3307,10661
1499,2014-10-27,4,4,10,0,0,1,1,0.425532,0.424242,0.47,0.358209,6946,1577,8523
1500,2014-10-28,4,4,10,0,1,1,1,0.06383,0.166667,0.49,0.253731,8961,1419,10380
1501,2014-10-29,4,4,10,0,2,1,3,0.106383,0.19697,0.49,0.223881,10163,771,10934
1502,2014-10-30,4,4,10,0,3,1,1,0.191489,0.257576,0.48,0.149254,8625,887,9512
1503,2014-10-31,4,4,10,0,4,1,1,0.404255,0.409091,0.39,0.089552,9158,1131,10289
1504,2014-11-01,4,4,11,0,5,0,1,0.425532,0.424242,0.5,0.074627,8444,1128,9572
1505,2014-11-02,4,4,11,0,6,0,1,0.553191,0.515152,0.56,0.089552,4936,894,5830
1506,2014-11-03,4,4,11,0,0,1,1,0.382979,0.393939,0.75,0.313433,4749,619,5368
1507,2014-11-04,4,4,11,0,1,1,1,0.255319,0.30303,0.62,0.149254,7944,750,8694
1508,2014-11-05,4,4,11,0,2,1,3,0.319149,0.348485,0.7,0.238806,9059,700,9759
1509,2014-11-06,4,4,11,0,3,1,3,0.234043,0.287879,0.47,0.268657,8418,422,8840
1510,2014-11-07,4,4,11,0,4,1,1,0.319149,0.348485,0.49,0.164179,6884,846,7730
1511,2014-11-08,4,4,11,0,5,0,1,0.234043,0.287879,0.47,0.104478,7844,1772,9616
1512,2014-11-09,4,4,11,0,6,0,1,0.212766,0.272727,0.64,0.104478,5779,2002,7781
1513,2014-11-10,4,4,11,0,0,1,1,0.212766,0.272727,0.62,0.283582,5824,1175,6999
1514,2014-11-11,4,4,11,0,1,1,2,0.212766,0.272727,0.43,0.19403,8119,1720,9839
1515,2014-11-12,4,4,11,1,2,1,1,0.148936,0.227273,0.6,0.238806,9052,779,9831
1516,2014-11-13,4,4,11,0,3,1,3,0.255319,0.30303,0.82,0.41791,8760,485,9245
1517,2014-11-14,4,4,11,0,4,1,1,0.404255,0.409091,0.51,0.179104,6639,479,7118
1518,2014-11-15,4,4,11,0,5,0,1,0.255319,0.30303,0.63,0.328358,6539,1217,7756
1519,2014-11-16,4,4,11,0,6,0,3,0.234043,0.287879,0.51,0.179104,4721,862,5583
1520,2014-11-17,4,4,11,0,0,1,3,0.234043,0.287879,0.47,0.179104,3875,169,4044
1521,2014-11-18,4,4,11,0,1,1,1,0.468085,0.454545,0.51,0.19403,3914,271,4185
1522,2014-11-19,4,4,11,0,2,1,1,0.531915,0.5,0.56,0.208955,5257,194,5451
1523,2014-11-20,4,4,11,0,3,1,1,0.446809,0.439394,0.59,0.089552,5788,311,6099
1524,2014-11-21,4,4,11,0,4,1,1,0.617021,0.560606,0.73,0.119403,6923,1,6924
1525,2014-11-22,4,4,11,0,5,0,1,0.553191,0.515152,0.56,0.208955,413,5932,6345
1526,2014-11-23,4,4,11,0,6,0,3,0.553191,0.515152,0.44,0.208955,908,4653,5561
1527,2014-11-24,4,4,11,0,0,1,3,0.361702,0.378788,0.45,0.313433,1107,4453,5560
1528,2014-11-25,4,4,11,0,1,1,1,0.255319,0.30303,0.6,0.119403,1070,8072,9142
1529,2014-11-26,4,4,11,0,2,1,4,0.234043,0.287879,0.59,0.208955,888,7239,8127
1530,2014-11-27,4,4,11,0,3,1,1,0.297872,0.333333,0.4,0.38806,53,1371,1424
1531,2014-11-28,4,4,11,0,4,1,1,0.148936,0.227273,0.3,0.179104,431,1412,1843
1532,2014-11-29,4,4,11,0,5,0,1,0.340426,0.363636,0.42,0.104478,520,2089,2609
1533,2014-11-30,4,4,11,0,6,0,1,0.425532,0.424242,0.64,0.149254,1010,2641,3651
1534,2014-12-01,4,4,12,0,0,1,3,0.234043,0.287879,0.65,0.358209,973,3993,4966
1535,2014-12-02,4,4,12,0,1,1,3,0.191489,0.257576,0.43,0.104478,460,5854,6314
1536,2014-12-03,4,4,12,0,2,1,3,0.340426,0.363636,0.47,0.149254,57,2596,2653
1537,2014-12-04,4,4,12,0,3,1,1,0.212766,0.272727,0.52,0.283582,223,6630,6853
1538,2014-12-05,4,4,12,0,4,1,1,0.340426,0.363636,0.62,0.313433,346,6986,7332
1539,2014-12-06,4,4,12,0,5,0,3,0.574468,0.530303,0.51,0.149254,279,5707,5986
1540,2014-12-07,4,4,12,0,6,0,1,0.404255,0.409091,0.48,0.223881,287,2390,2677
1541,2014-12-08,4,4,12,0,0,1,1,0.510638,0.484848,0.46,0.208955,703,4550,5253
1542,2014-12-09,4,4,12,0,1,1,3,0.638298,0.575758,0.48,0.089552,263,5763,6026
1543,2014-12-10,4,4,12,0,2,1,1,0.617021,0.560606,0.64,0.328358,75,3215,3290
1544,2014-12-11,4,4,12,0,3,1,1,0.212766,0.272727,0.29,0.507463,261,6436,6697
1545,2014-12-12,4,4,12,0,4,1,1,0.510638,0.484848,0.35,0.298507,293,6027,6320
1546,2014-12-13,4,4,12,0,5,0,1,0.617021,0.560606,0.27,0.253731,446,6314,6760
1547,2014-12-14,4,4,12,0,6,0,1,0.361702,0.378788,0.58,0.253731,738,4885,5623
1548,2014-12-15,4,4,12,0,0,1,1,0.170213,0.242424,0.74,0.283582,754,4493,5247
1549,2014-12-16,4,4,12,0,1,1,3,0.297872,0.333333,0.56,0.238806,554,7084,7638
1550,2014-12-17,4,4,12,0,2,1,1,0.319149,0.348485,0.74,0.119403,212,5735,5947
1551,2014-12-18,4,4,12,0,3,1,1,0.510638,0.484848,0.59,0.253731,495,6874,7369
1552,2014-12-19,4,4,12,0,4,1,1,0.468085,0.454545,0.55,0.149254,241,6072,6313
1553,2014-12-20,4,4,12,0,5,0,1,0.659574,0.590909,0.5,0.208955,308,5559,5867
1554,2014-12-21,1,4,12,0,6,0,1,0.404255,0.409091,0.41,0.313433,442,3405,3847
1555,2014-12-22,1,4,12,0,0,1,4,0.297872,0.333333,0.35,0.223881,622,2930,3552
1556,2014-12-23,1,4,12,0,1,1,3,0.212766,0.272727,0.7,0.179104,155,2808,2963
1557,2014-12-24,1,4,12,0,2,1,3,0.255319,0.30303,0.54,0.358209,224,3496,3720
1558,2014-12-25,1,4,12,1,3,1,3,0.404255,0.409091,0.41,0.19403,57,1155,1212
1559,2014-12-26,1,4,12,0,4,1,1,0.595745,0.545455,0.6,0.343284,779,856,1635
1560,2014-12-27,1,4,12,0,5,0,1,0.531915,0.5,0.85,0.134328,1170,1741,2911
1561,2014-12-28,1,4,12,0,6,0,3,0.425532,0.424242,0.77,0.373134,2151,2030,4181
1562,2014-12-29,1,4,12,0,0,1,3,0.574468,0.530303,0.42,0.343284,1126,1735,2861
1563,2014-12-30,1,4,12,0,1,1,1,0.574468,0.530303,0.49,0.164179,1175,3967,5142
1564,2014-12-31,1,4,12,1,2,1,1,0.617021,0.560606,0.61,0.074627,801,4361,5162
1565,2015-01-01,1,5,1,1,3,1,1,0.340426,0.363636,0.45,0.19403,559,2019,2578
1566,2015-01-02,1,5,1,0,4,1,1,0.361702,0.378788,0.48,0.074627,938,4170,5108
1567,2015-01-03,1,5,1,0,5,0,3,0.297872,0.333333,0.73,0.074627,217,1486,1703
1568,2015-01-04,1,5,1,0,6,0,3,0.574468,0.530303,0.68,0.298507,502,3156,3658
1569,2015-01-05,1,5,1,0,0,1,1,0.404255,0.409091,0.35,0.343284,293,4929,5222
1570,2015-01-06,1,5,1,0,1,1,4,0.170213,0.242424,0.55,0.119403,45,2015,2060
1571,2015-01-07,1,5,1,0,2,1,1,0.148936,0.227273,0.49,0.373134,65,2970,3035
1572,2015-01-08,1,5,1,0,3,1,1,0.106383,0.19697,0.36,0.268657,40,2912,2952
1573,2015-01-09,1,5,1,0,4,1,1,0.297872,0.333333,0.34,0.298507,87,4127,4214
1574,2015-01-10,1,5,1,0,5,0,1,0.148936,0.227273,0.32,0.19403,159,2514,2673
1575,2015-01-11,1,5,1,0,6,0,1,0.297872,0.333333,0.48,0.119403,363,3088,3451
1576,2015-01-12,1,5,1,0,0,1,3,0.297872,0.333333,0.74,0.104478,83,2072,2155
1577,2015-01-13,1,5,1,0,1,1,1,0.297872,0.333333,0.54,0.283582,246,5227,5473
1578,2015-01-14,1,5,1,0,2,1,1,0.191489,0.257576,0.61,0.19403,205,4350,4555
1579,2015-01-15,1,5,1,1,3,1,1,0.297872,0.333333,0.6,0.134328,272,5502,5774
1580,2015-01-16,1,5,1,0,4,1,1,0.361702,0.378788,0.61,0.238806,263,5420,5683
1581,2015-01-17,1,5,1,0,5,0,1,0.255319,0.30303,0.55,0.208955,693,3524,4217
1582,2015-01-18,1,5,1,0,6,0,3,0.319149,0.348485,0.74,0.119403,277,2246,2523
1583,2015-01-19,1,5,1,0,0,1,1,0.382979,0.393939,0.55,0.149254,618,4016,4634
1584,2015-01-20,1,5,1,0,1,1,1,0.382979,0.393939,0.62,0.044776,202,6061,6263
1585,2015-01-21,1,5,1,0,2,1,4,0.255319,0.30303,0.77,0.104478,121,5229,5350
1586,2015-01-22,1,5,1,0,3,1,1,0.361702,0.378788,0.64,0.19403,309,6060,6369
1587,2015-01-23,1,5,1,0,4,1,4,0.297872,0.333333,0.67,0.119403,268,4465,4733
1588,2015-01-24,1,5,1,0,5,0,3,0.319149,0.348485,0.64,0.223881,231,3241,3472
1589,2015-01-25,1,5,1,0,6,0,1,0.404255,0.409091,0.53,0.149254,657,4502,5159
1590,2015-01-26,1,5,1,0,0,1,4,0.340426,0.363636,0.66,0.313433,34,2395,2429
1591,2015-01-27,1,5,1,0,1,1,4,0.234043,0.287879,0.65,0.358209,72,3995,4067
1592,2015-01-28,1,5,1,0,2,1,1,0.255319,0.30303,0.4,0.328358,103,4991,5094
1593,2015-01-29,1,5,1,0,3,1,4,0.255319,0.30303,0.51,0.134328,95,4533,4628
1594,2015-01-30,1,5,1,0,4,1,1,0.297872,0.333333,0.47,0.373134,131,4717,4848
